snapshot_date,split_id,protocol,seed,subject,partition,ch,mean_contact,rank_mean_contact,dead_flag
2026-06-26,P2K_subj1_seed0_k1,P2K,0,subj1,test,122,0.54994130,3,0
2026-06-26,P2K_subj1_seed0_k1,P2K,0,subj1,test,123,0.54198896,4,0
2026-06-26,P2K_subj1_seed0_k1,P2K,0,subj1,test,13,0.05828792,73,0
2026-06-26,P2K_subj1_seed0_k1,P2K,0,subj1,test,14,0.09256812,66,0
2026-06-26,P2K_subj1_seed0_k1,P2K,0,subj1,test,15,0.05700166,74,0
2026-06-26,P2K_subj1_seed0_k1,P2K,0,subj1,test,16,0.05612197,75,0
2026-06-26,P2K_subj1_seed0_k1,P2K,0,subj1,test,17,0.07654780,69,0
2026-06-26,P2K_subj1_seed0_k1,P2K,0,subj1,test,18,0.08622098,67,0
2026-06-26,P2K_subj1_seed0_k1,P2K,0,subj1,test,19,0.02532901,89,0
2026-06-26,P2K_subj1_seed0_k1,P2K,0,subj1,test,2,0.00930868,103,0
2026-06-26,P2K_subj1_seed0_k1,P2K,0,subj1,test,20,0.18117235,50,0
2026-06-26,P2K_subj1_seed0_k1,P2K,0,subj1,test,21,0.11950232,61,0
2026-06-26,P2K_subj1_seed0_k1,P2K,0,subj1,test,22,0.09480067,65,0
2026-06-26,P2K_subj1_seed0_k1,P2K,0,subj1,test,23,0.04743012,79,0
2026-06-26,P2K_subj1_seed0_k1,P2K,0,subj1,test,24,0.04874091,78,0
2026-06-26,P2K_subj1_seed0_k1,P2K,0,subj1,test,25,0.10048892,63,0
2026-06-26,P2K_subj1_seed0_k1,P2K,0,subj1,test,26,0.14451941,52,0
2026-06-26,P2K_subj1_seed0_k1,P2K,0,subj1,test,27,0.14004381,54,0
2026-06-26,P2K_subj1_seed0_k1,P2K,0,subj1,test,28,0.21398756,48,0
2026-06-26,P2K_subj1_seed0_k1,P2K,0,subj1,test,29,0.12067993,60,0
2026-06-26,P2K_subj1_seed0_k1,P2K,0,subj1,test,3,0.00591606,107,0
2026-06-26,P2K_subj1_seed0_k1,P2K,0,subj1,test,30,0.04427232,80,0
2026-06-26,P2K_subj1_seed0_k1,P2K,0,subj1,test,31,0.01516867,96,0
2026-06-26,P2K_subj1_seed0_k1,P2K,0,subj1,test,32,0.03536318,85,0
2026-06-26,P2K_subj1_seed0_k1,P2K,0,subj1,test,33,0.11586086,62,0
2026-06-26,P2K_subj1_seed0_k1,P2K,0,subj1,test,34,0.16747218,51,0
2026-06-26,P2K_subj1_seed0_k1,P2K,0,subj1,test,35,0.22540261,45,0
2026-06-26,P2K_subj1_seed0_k1,P2K,0,subj1,test,36,0.22387102,47,0
2026-06-26,P2K_subj1_seed0_k1,P2K,0,subj1,test,37,0.00031893,120,0
2026-06-26,P2K_subj1_seed0_k1,P2K,0,subj1,test,38,0.00213090,115,0
2026-06-26,P2K_subj1_seed0_k1,P2K,0,subj1,test,39,0.00060282,118,0
2026-06-26,P2K_subj1_seed0_k1,P2K,0,subj1,test,4,0.00683431,105,0
